Region Zip Code,Longitude,Latitude,Small Facility,Medium Facility,Large Facility
10027,-73.95583734977994,40.81005556785789,0,0,1
10027,-73.94821497228148,40.807648261729696,0,0,1
10027,-73.96437309986293,40.80383200450277,0,0,1
10027,-73.9541497487734,40.80364293381503,0,0,1
10027,-73.96484294541304,40.81368649811649,0,0,1
10027,-73.96142078697359,40.81921716029263,0,0,1
10027,-73.9458298056097,40.80825844807596,0,0,1
10027,-73.95782018942603,40.80565366308314,0,0,1
10028,-73.95110114926595,40.78317647781843,0,0,1
10028,-73.95775561807238,40.78214698042973,0,0,1
10028,-73.94767783280534,40.76789384977128,1,0,0
10028,-73.95503660393621,40.77200680740236,0,0,1
10028,-73.94703125438932,40.78258453788237,0,0,1
10028,-73.9556185397547,40.77040450612467,0,0,1
10029,-73.9374922991225,40.79907195404473,0,0,1
10029,-73.9356130567379,40.78914368799866,0,0,1
10029,-73.93745287020994,40.78343579881061,0,0,1
10029,-73.94092097401094,40.80011368318939,0,0,1
10029,-73.95431204032528,40.80015217255887,0,0,1
10029,-73.93645861529417,40.78613997533492,0,0,1
10029,-73.95184020419744,40.79955841542087,0,0,1
10029,-73.94250553194497,40.798125075028,0,0,1
10029,-73.93936222641668,40.78238485388028,0,0,1
10029,-73.9374482137726,40.80162942214872,0,0,1
10029,-73.94305769310104,40.782876011303486,0,0,1
10030,-73.93439044627877,40.81659440373567,0,0,1
10030,-73.93692726516619,40.81418537085528,0,0,1
10030,-73.93932181588497,40.82275457508898,0,0,1
10030,-73.94967391184176,40.823542067773,0,0,1
10030,-73.94582201133841,40.81018062281007,0,0,1
10031,-73.94557152434132,40.82256606647304,0,0,1
10031,-73.94474007969657,40.83316666185077,0,0,1
10031,-73.95561547958191,40.825475507012456,0,0,1
10031,-73.9509171409765,40.82078925716776,0,0,1
10031,-73.95997391253991,40.82732431066775,0,0,1
10031,-73.95689173752139,40.81498926420837,0,0,1
10032,-73.94948598090902,40.83032995078296,0,0,1
10032,-73.9362941616859,40.84755177361914,0,0,1
10032,-73.9338771565284,40.84230633511094,0,0,1
10032,-73.94686738357414,40.84004755592459,0,0,1
10032,-73.94852147663507,40.847251726590045,0,0,1
10033,-73.92568691570675,40.84662492873333,0,0,1
10033,-73.93684827201962,40.85710445538596,0,0,1
10033,-73.93994399400184,40.85954672620758,0,0,1
10033,-73.94201159195104,40.859442342699055,0,0,1
10033,-73.93240351804833,40.85550824927466,0,0,1
10033,-73.93776965414109,40.85633238500521,0,0,1
10033,-73.935156296718,40.84081902188971,0,0,1
10033,-73.94468717682145,40.856204832427416,0,0,1
10034,-73.92455698967618,40.86054677060406,0,0,1
10034,-73.92992341836127,40.87036932525854,0,0,1
10034,-73.92602907628344,40.871339689881374,0,0,1
10034,-73.92126316319101,40.85833683819138,0,0,1
10034,-73.92653443747209,40.8675848290192,0,0,1
10034,-73.91228119160232,40.87469930985662,0,0,1
10035,-73.94618673564267,40.79685296750765,0,0,1
10035,-73.93024696992315,40.802760675795206,0,0,1
10035,-73.93913600290084,40.79521408315686,0,0,1
10035,-73.92925099499605,40.80141340902995,0,0,1
10035,-73.93048138885025,40.801339120928645,0,0,1
10035,-73.92744630184927,40.79737435341063,0,0,1
10035,-73.93848767659556,40.810238472213314,0,0,1
10036,-73.98834894358792,40.75267115678785,0,0,1
10036,-74.0008082097359,40.75805826426745,0,0,1
10037,-73.94574104634086,40.81992024192534,0,0,1
10037,-73.94411309526237,40.80409846028778,0,0,1
10037,-73.94784522796802,40.80623028999418,0,0,1
10038,-73.99679380266168,40.70329692115936,0,0,1
10038,-73.99166001181419,40.70198950650298,0,0,1
10039,-73.93353587025281,40.834380986932345,0,0,1
10039,-73.9472173984751,40.836157316771136,0,0,1
10039,-73.94345759693654,40.83488694687394,0,0,1
10039,-73.93522523464212,40.82517755312332,0,0,1
10039,-73.94217448701708,40.8288465943924,0,0,1
10040,-73.93606259642698,40.85969528238025,0,0,1
10040,-73.93878166335193,40.86600564127246,0,0,1
10040,-73.92474695779262,40.85456773342806,0,0,1
10040,-73.92118281614445,40.85905980744525,0,0,1
10044,-73.94326542693268,40.75284463088576,0,0,1
10044,-73.94472898215055,40.76810629030836,0,0,1
10044,-73.9583673466344,40.76357813061657,0,0,1
10065,-73.96978559719504,40.763270705507935,0,0,1
10065,-73.95826249408717,40.774195499148014,0,0,1
10065,-73.97157131409121,40.75718933394899,0,0,1
10065,-73.95890002726284,40.76480385060308,0,0,1
10065,-73.96041684390222,40.76856129292964,0,0,1
10065,-73.97084851108578,40.766576086168335,0,0,1
10065,-73.96174718065403,40.76248747780917,0,0,1
10069,-73.99438807081366,40.78414289570225,0,1,0
10069,-73.98641086734672,40.786896537226,0,0,1
10069,-73.99776618269007,40.787482611189766,0,0,1
10075,-74.01239594585367,40.719265359625794,0,0,1
10075,-74.00080693874432,40.705079246307946,0,0,1
10075,-73.99966185395637,40.71347448585419,0,0,1
10075,-74.0064543955195,40.70875434388756,0,0,1
10128,-73.95156731914722,40.77579903594584,0,0,1
10128,-73.94151288462757,40.77823633203368,0,0,1
10128,-73.94480874568208,40.79126879445756,0,0,1
10128,-73.95192095662766,40.78909790395474,1,0,0
10128,-73.96076913619497,40.7744250810008,0,0,1
10128,-73.96023771395353,40.78206886941457,0,0,1
10128,-73.95951491317605,40.79139572022255,0,0,1
10128,-73.94603177064872,40.78436226912516,0,0,1
10128,-73.95134408315798,40.79154394768611,0,0,1
10128,-73.94930726041684,40.79130890463265,0,0,1
10280,-74.01695982686483,40.70414703726794,0,0,1
10280,-74.00872616731029,40.706728266269984,1,0,0
10282,-74.01306914549613,40.718105163280974,0,0,1
10282,-74.01001971357368,40.72202525618967,1,0,0
10301,-74.08603000467923,40.63028206054676,0,0,1
10301,-74.09224736173549,40.62507103995869,0,0,1
10301,-74.10021190077333,40.63567944522992,0,0,1
10301,-74.09172623207857,40.63380857321842,0,0,1
10301,-74.0913367758155,40.63537177791393,0,0,1
10301,-74.08406857285826,40.63165864848515,0,0,1
10301,-74.08380502553275,40.63776989184419,0,0,1
10301,-74.09595616712303,40.63120608284731,0,0,1
10302,-74.13589239003548,40.620948853202286,0,0,1
10302,-74.14770155230255,40.631676680437,0,0,1
10302,-74.13349691806981,40.629048722521865,0,0,1
10302,-74.13265009562708,40.63141280892687,0,0,1
10303,-74.16651758426646,40.62112822222346,0,0,1
10303,-74.1547872530219,40.621344031821344,0,0,1
10303,-74.15954792632765,40.62210771907768,0,0,1
10304,-74.08632700932164,40.60083635835134,0,0,1
10304,-74.08606469977389,40.60266832146039,0,0,1
10304,-74.08337344747639,40.60103749796436,0,0,1
10304,-74.09144906351396,40.60552776924442,0,0,1
10304,-74.08132647282866,40.6131215937773,0,0,1
10304,-74.08953309813485,40.610329560069765,0,0,1
10305,-74.08002746438079,40.60667972044632,0,0,1
10305,-74.08513088512261,40.59072118765378,0,0,1
10305,-74.06806269233522,40.60287255596533,0,0,1
10305,-74.06768056469377,40.59900181265816,0,0,1
10305,-74.06792982358657,40.58749820217377,0,0,1
10306,-74.11521395203604,40.572966384552366,0,0,1
10306,-74.1110968178865,40.56974254540936,0,0,1
10306,-74.10962979149203,40.57273390364609,0,0,1
10306,-74.11044483736904,40.562086409838415,0,0,1
10306,-74.12334194968147,40.56283551707402,0,0,1
10306,-74.11578932599973,40.56316088300129,0,0,1
10306,-74.11534370634233,40.566725867813446,0,0,1
10306,-74.11326912622394,40.56687171249914,0,0,1
10307,-74.24583979767898,40.501471391500665,0,0,1
10307,-74.24947776967859,40.5181822009251,0,0,1
10307,-74.25080360346035,40.51566343186103,0,0,1
10307,-74.24881889269773,40.51313978587246,0,1,0
10308,-74.16070352471718,40.56161851086596,0,0,1
10308,-74.16020706925151,40.55923855196384,0,1,0
10308,-74.15453633937233,40.555845172224274,0,0,1
10308,-74.15042604429416,40.56128270700751,0,0,1
10309,-74.21653225185317,40.53905758304116,0,0,1
10309,-74.21628552818689,40.53654320269275,0,0,1
10309,-74.20753716012774,40.53024980300536,0,0,1
10309,-74.2056404534053,40.540820156437846,0,0,1
10309,-74.21765530827206,40.5285292422285,0,0,1
10309,-74.21242659152551,40.542241541111245,0,0,1
10309,-74.20331984613856,40.543798098044014,1,0,0
10310,-74.11961996455607,40.642030812924496,0,0,1
10310,-74.12409459208942,40.62295473662519,0,0,1
10310,-74.11383575821709,40.63108148514799,0,0,1
10310,-74.11474138227975,40.63504828193744,0,0,1
10310,-74.12552016393371,40.62568444767975,0,0,1
10310,-74.11325287269447,40.639292222475774,0,0,1
10312,-74.18786190933255,40.53943751148934,0,0,1
10312,-74.18331931120507,40.53846978054151,0,0,1
10312,-74.18582855286532,40.54308359160048,0,0,1
10312,-74.18326986990118,40.53581119364224,0,0,1
10312,-74.17790675752109,40.55000854566096,0,0,1
10312,-74.18756806981013,40.549164172151656,0,0,1
10312,-74.18341072842175,40.54141826065337,0,0,1
10312,-74.17217732460843,40.55097500396953,0,0,1
10312,-74.18042912481036,40.54912029318108,0,0,1
10312,-74.17251932514817,40.5357421865163,0,0,1
10312,-74.17850030823088,40.544067816616455,0,0,1
10312,-74.18031985043184,40.54470384433824,0,0,1
10314,-74.14591356213927,40.59652599986374,0,0,1
10314,-74.1422326724374,40.60134206600618,0,0,1
10314,-74.13946465005216,40.602968094534496,0,0,1
10314,-74.15304780413088,40.60327841106863,0,0,1
10314,-74.14733866804183,40.59844037044465,0,0,1
10314,-74.14567664642041,40.59841304550425,0,0,1
10314,-74.13953409660273,40.59836393141425,0,0,1
10314,-74.14789213709946,40.60188736316277,0,0,1
10314,-74.15633024537371,40.60785810754839,0,0,1
10314,-74.146271159197,40.60926821182144,0,0,1
10314,-74.15143341065017,40.60196182651135,0,0,1
10314,-74.14877377221057,40.5978575435946,0,0,1
10314,-74.15364708608915,40.61290221548772,0,0,1
10314,-74.15374748656058,40.60747054475991,0,0,1
10314,-74.14074393661969,40.60249998842878,0,0,1
10314,-74.15361483495009,40.61043831071796,0,0,1
10314,-74.14761424029605,40.61378805026999,0,0,1
10451,-73.91510619947252,40.81563119545267,0,0,1
10451,-73.91606028488576,40.82090038732101,0,0,1
10451,-73.91441238422792,40.829830499941096,0,0,1
10451,-73.91201329006861,40.816903822926136,0,0,1
10451,-73.92649518850563,40.83117869978042,0,0,1
10451,-73.92152123943137,40.82099932523498,0,0,1
10451,-73.9121531916899,40.8155823615825,0,0,1
10451,-73.92752979255194,40.81644077301332,0,0,1
10451,-73.93046964698524,40.8283421000695,0,0,1
10452,-73.91710456912833,40.83040657955002,0,0,1
10452,-73.92507035878856,40.8466769192623,0,0,1
10452,-73.9232857571357,40.84616057774952,0,0,1
10452,-73.91753473582457,40.83200200169268,0,0,1
10452,-73.91209613539971,40.83053253449391,0,0,1
10452,-73.92994456399181,40.83771826107545,0,0,1
10452,-73.9260929436575,40.84455776468441,0,0,1
10452,-73.91547118994379,40.835818565395634,0,0,1
10452,-73.92146423475452,40.84755855493983,0,0,1
10452,-73.92262838097963,40.84693491689989,0,0,1
10453,-73.91833725553518,40.85950498422632,0,0,1
10453,-73.91646115343617,40.85891815283342,0,0,1
10453,-73.92137683021686,40.85818862990404,0,0,1
10453,-73.9200893841196,40.85973555821786,0,0,1
10453,-73.91976365391346,40.84638696222775,0,0,1
10453,-73.92215333702535,40.84472383527677,0,0,1
10453,-73.91468586597553,40.84243023198968,0,0,1
10453,-73.91585048549344,40.86196972651193,0,0,1
10453,-73.92012051937813,40.85275170584921,0,0,1
10453,-73.91574643961705,40.84514794374941,0,0,1
10453,-73.9139481069686,40.8589382053831,0,0,1
10454,-73.91162408191603,40.81181300128071,0,0,1
10454,-73.91074547411158,40.81736343875469,0,0,1
10454,-73.91982866227245,40.80076348583053,0,0,1
10454,-73.9239467867707,40.81023912538985,0,0,1
10454,-73.92297777649829,40.81584294025415,0,0,1
10454,-73.91899050556758,40.81418077958589,0,0,1
10454,-73.92912382048641,40.80784120368545,0,0,1
10455,-73.90998635802873,40.80802960961251,0,0,1
10455,-73.91327699748096,40.808953068160896,0,0,1
10455,-73.91217120896681,40.813688976948974,0,0,1
10455,-73.91283762311373,40.8053962171897,0,0,1
10455,-73.89721365993111,40.81386636513852,0,0,1
10456,-73.9026132829351,40.839815546420176,0,0,1
10456,-73.91146850518214,40.82411566589104,0,0,1
10456,-73.91054601985459,40.82291831199587,0,0,1
10456,-73.91764414608278,40.840745083639234,0,0,1
10456,-73.91329708315102,40.82546777168781,0,0,1
10456,-73.90946104707447,40.82414540767166,0,0,1
10456,-73.90144722544457,40.83669857945254,0,0,1
10456,-73.90130277294833,40.83922799745845,0,0,1
10456,-73.90144508645346,40.822346325354594,0,0,1
10456,-73.91114305370546,40.82610945339323,0,0,1
10456,-73.91652279481029,40.82646850621693,0,0,1
10456,-73.91608675446099,40.82538562091202,0,0,1
10456,-73.90144110420705,40.832703639484826,0,0,1
10456,-73.90369150912937,40.84159323033712,0,0,1
10456,-73.90101740923124,40.82501095392732,0,0,1
10457,-73.9042581235539,40.85693309513813,0,0,1
10457,-73.89383418587066,40.8542855398216,0,0,1
10457,-73.89054526425501,40.85768157631411,0,0,1
10457,-73.89633392857519,40.84141905425888,0,0,1
10457,-73.89007644466487,40.85685443300659,0,0,1
10457,-73.89819407816151,40.850695108445606,0,0,1
10457,-73.90208042041886,40.85653491361513,0,0,1
10457,-73.89160794323546,40.84489969870617,0,0,1
10457,-73.89876201241648,40.844415601059225,0,0,1
10457,-73.8919692326283,40.85771641300623,0,0,1
10457,-73.90888588367864,40.84795328709616,0,0,1
10457,-73.89635960318725,40.84641012363176,0,0,1
10457,-73.8925164614232,40.84594524593927,0,0,1
10457,-73.89659317049839,40.83980303148746,0,0,1
10457,-73.89486441112376,40.83994526426508,0,0,1
10458,-73.88158574500635,40.86479727372273,0,0,1
10458,-73.8806665695694,40.86064506135063,0,0,1
10458,-73.89649206119628,40.8667981615396,0,0,1
10458,-73.89398321253742,40.86690173200458,0,0,1
10458,-73.87992224686931,40.85345687701236,0,0,1
10458,-73.89293177384627,40.87298112428457,0,0,1
10458,-73.8978105229511,40.86473958408835,0,0,1
10458,-73.89826256829967,40.85467740132573,0,0,1
10458,-73.88066210829417,40.87304282329621,0,0,1
10458,-73.89182573041136,40.85991241738408,0,0,1
10458,-73.88173032067506,40.860197436739874,0,0,1
10458,-73.88029373008739,40.85614403339229,0,0,1
10458,-73.88084386343628,40.86296860753208,0,0,1
10459,-73.89182343411771,40.81741835294795,0,0,1
10459,-73.88447900777973,40.827706803181,0,0,1
10459,-73.88436351269966,40.82975738866975,0,0,1
10459,-73.90348074220545,40.830214379664014,0,0,1
10459,-73.88679815925065,40.83346365088227,0,0,1
10459,-73.8881098996812,40.82053481625473,0,0,1
10459,-73.88783617851959,40.822346846957295,0,0,1
10459,-73.88750099497676,40.81815613170529,0,0,1
10459,-73.89875810225989,40.82000893528549,0,0,1
10459,-73.89790388103235,40.82547356978026,0,0,1
10460,-73.87791241968662,40.8313547785993,0,0,1
10460,-73.8879313466166,40.849811529586816,0,0,1
10460,-73.8764872612035,40.83523215562867,0,0,1
10460,-73.88669093015828,40.83977058058521,0,0,1
10460,-73.87525251728349,40.846913126810406,0,0,1
10460,-73.87053161292084,40.84360999131076,0,0,1
10460,-73.87648430823896,40.84647329841256,0,0,1
10460,-73.87564546677142,40.84541350640192,0,0,1
10460,-73.87570659032228,40.83381563121055,0,0,1
10461,-73.83111635028452,40.85190885020476,0,0,1
10461,-73.83347596864883,40.83865077736136,0,0,1
10461,-73.85056941828917,40.83887874781652,0,0,1
10461,-73.84583869460579,40.8485005484411,0,0,1
10461,-73.84934168124752,40.83825441314397,0,0,1
10461,-73.85044409727684,40.84748093563251,0,0,1
10461,-73.84415249781499,40.850070485310326,0,0,1
10461,-73.84116062946629,40.8411902433575,0,0,1
10462,-73.8555639017349,40.84794475844902,0,0,1
10462,-73.86148217193347,40.84540698183772,0,0,1
10462,-73.85967460766027,40.84687492646557,0,0,1
10462,-73.86208218968096,40.84944102800559,0,0,1
10462,-73.85481169753422,40.84603935375897,0,0,1
10462,-73.85458826528144,40.84408273665073,0,0,1
10462,-73.86021403266409,40.8523470656464,0,0,1
10462,-73.86835982870912,40.852731377578,0,0,1
10462,-73.85669536346005,40.83531046587426,0,0,1
10462,-73.86745256852763,40.83841729922171,0,0,1
10462,-73.86417550673634,40.84285562303494,0,0,1
10462,-73.86643160105918,40.83744037850636,0,0,1
10462,-73.8507863365603,40.83684583005815,0,0,1
10462,-73.85664921710148,40.84403743048266,0,0,1
10462,-73.86893423303198,40.84316751578145,0,0,1
10463,-73.89951681587675,40.87820943767135,0,0,1
10463,-73.90400867259518,40.87834980044193,0,0,1
10463,-73.89953381006625,40.88285039786672,0,0,1
10463,-73.90127316381256,40.88576538507871,0,0,1
10463,-73.8970684140563,40.87843621503228,0,0,1
10463,-73.89759755472087,40.87429058588403,0,0,1
10463,-73.91382223605474,40.879299524810165,0,0,1
10463,-73.91260085191568,40.88132703788852,0,0,1
10463,-73.89959413748225,40.87398022928841,0,0,1
10463,-73.91211813369956,40.87107176524534,0,0,1
10463,-73.90697782081261,40.8856973797809,0,0,1
10464,-73.79095353388561,40.84717804772835,1,0,0
10465,-73.80983456097452,40.82396509024088,0,0,1
10465,-73.81218571828835,40.83126380031453,0,0,1
10465,-73.81049366087866,40.83078011824926,0,0,1
10465,-73.82718325743127,40.8211833544437,0,0,1
10465,-73.8271443666335,40.834150277246536,0,0,1
10465,-73.82278332334103,40.83103711162848,0,0,1
10465,-73.81324647503195,40.82378326263649,0,0,1
10465,-73.82438214925055,40.81690305413455,0,0,1
10465,-73.8171371968323,40.826489554997615,0,0,1
10466,-73.85807719151228,40.88936234079193,0,0,1
10466,-73.8596615184995,40.8911619306104,0,0,1
10466,-73.84308532218421,40.8813908992816,0,0,1
10466,-73.85591800435448,40.898690881122704,0,0,1
10466,-73.843874360283,40.88362929709817,0,0,1
10466,-73.85544792377709,40.89083634911793,0,0,1
10466,-73.85322344921468,40.89856511039232,0,0,1
10466,-73.84654312007454,40.88125312016032,0,0,1
10466,-73.84123107020372,40.89591951484914,0,0,1
10466,-73.84899135505259,40.88440784057968,0,0,1
10466,-73.85088510285058,40.89919423431019,0,0,1
10467,-73.86669719164037,40.86560003264879,0,0,1
10467,-73.86444097435705,40.87372503174063,0,0,1
10467,-73.86422480843169,40.86539972916356,0,0,1
10467,-73.87107892522232,40.8646794094637,0,0,1
10467,-73.87339463330271,40.87332245778157,0,0,1
10467,-73.87519655696295,40.86476091976787,0,0,1
10467,-73.87661276243311,40.87788876560512,0,0,1
10467,-73.86779869104302,40.88197551487598,0,0,1
10467,-73.8671287392202,40.87640816830682,0,0,1
10467,-73.87610486129783,40.870165337020815,0,0,1
10467,-73.87182107755447,40.87393222321796,0,0,1
10467,-73.87993511447816,40.88046715076065,0,0,1
10467,-73.86453045641666,40.88206864671009,0,0,1
10467,-73.86319553175883,40.88226565160455,0,0,1
10467,-73.86579995915397,40.873661332602346,0,0,1
10468,-73.89769423750026,40.86036259661902,0,0,1
10468,-73.90652512324829,40.86803804473928,0,0,1
10468,-73.9067572859677,40.87123210535633,0,0,1
10468,-73.8982779421068,40.8671407195674,0,0,1
10468,-73.90672054594916,40.85761761751871,0,0,1
10468,-73.90834751001438,40.87455463814303,0,0,1
10468,-73.89971265399238,40.87471295173659,0,0,1
10468,-73.89665714666204,40.8579659656491,0,0,1
10468,-73.90797283440564,40.875711125418206,0,0,1
10468,-73.891407921974,40.86481498152848,0,0,1
10468,-73.89398594047049,40.8617664790532,0,0,1
10468,-73.89406303236666,40.86303660776544,0,0,1
10468,-73.90983208277447,40.85822072234226,0,0,1
10468,-73.89079347826582,40.86364270865136,0,0,1
10468,-73.89101392569182,40.86163217556284,0,0,1
10468,-73.90789559375563,40.8574962208308,0,0,1
10468,-73.90087287310119,40.87572229361788,0,0,1
10469,-73.84330175455516,40.874316738903794,0,0,1
10469,-73.85102629820007,40.87162650761477,0,0,1
10469,-73.84319536888455,40.86201631520753,0,0,1
10469,-73.84547154919558,40.86442743475071,0,0,1
10469,-73.84529959239964,40.871948230158246,0,0,1
10469,-73.84716856678294,40.8670680270777,0,0,1
10469,-73.8570251510715,40.87273932091128,0,0,1
10469,-73.8428299211197,40.86884812824463,0,0,1
10469,-73.84229417978382,40.86418467371948,0,0,1
10469,-73.84028755615114,40.87599857659736,0,0,1
10469,-73.85715834570837,40.86205280394866,0,0,1
10469,-73.84076416265273,40.86581598413765,0,0,1
10470,-73.85258625144272,40.90904964104338,0,0,1
10470,-73.87184489081311,40.90956176498407,0,0,1
10470,-73.86284052060967,40.89306291429309,0,0,1
10470,-73.8595166771032,40.90453026156795,0,0,1
10471,-73.90996183286678,40.90040274444475,0,0,1
10471,-73.9045399060083,40.90718421378474,0,0,1
10471,-73.91094614524059,40.90504525434192,0,0,1
10472,-73.86386570065346,40.82693781851249,0,0,1
10472,-73.86690845331194,40.820592977863285,0,0,1
10472,-73.88103260221692,40.83422521949504,0,0,1
10472,-73.86310833815067,40.834682620667024,0,0,1
10472,-73.8650705123165,40.82700149528346,0,0,1
10472,-73.86658844757542,40.827813764257215,0,0,1
10472,-73.8724043608328,40.82273646925891,0,0,1
10472,-73.8665702525951,40.824427607442495,0,0,1
10472,-73.8714215912367,40.83722831921112,0,0,1
10472,-73.86373326428456,40.82524441294292,0,0,1
10472,-73.8730639077002,40.83937294415987,0,0,1
10472,-73.86364650857091,40.824112875328325,0,0,1
10472,-73.87124737437158,40.8385790372955,0,0,1
10472,-73.86790386723865,40.837584882401615,0,0,1
10473,-73.85989662642102,40.82685292030058,0,0,1
10473,-73.86458635336544,40.81219389299053,0,0,1
10473,-73.869883435347,40.82893963184838,0,0,1
10473,-73.85624670621544,40.8262633587553,0,0,1
10473,-73.85260710855232,40.81872636167888,0,0,1
10473,-73.86662214073307,40.81364089449778,0,0,1
10473,-73.86117715661418,40.80960754609822,0,0,1
10473,-73.86816415266428,40.8109517765672,0,0,1
10473,-73.85316896337373,40.813292633326775,0,0,1
10474,-73.88083428169124,40.81221505689261,0,0,1
10474,-73.87455151434223,40.809260266754336,0,0,1
10474,-73.8909213705988,40.808884583617406,0,0,1
10475,-73.81896161529416,40.86813444912048,0,0,1
